country_code,bw,s1g_chan,s1g_op_class,global_op_class,centre_freq_mhz,duty_cycle_ap,duty_cycle_sta,country,tx_power_max,duty_cycle_omit_ctrl_resp,pkt_spacing_ms,airtime_min_ms,airtime_max_ms,map_5g_chan
NZ,1,47,26,68,925.5,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,169
NZ,1,49,26,68,926.5,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,173
NZ,1,51,26,68,927.5,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,177
NZ,2,30,27,69,917.0,100.0,100.0,New Zealand,30.0,False,0.0,0.0,0.0,118
NZ,2,34,27,69,919.0,100.0,100.0,New Zealand,30.0,False,0.0,0.0,0.0,126
NZ,2,38,27,69,921.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,151
NZ,2,42,27,69,923.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,159
NZ,2,46,27,69,925.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,167
NZ,2,50,27,69,927.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,175
NZ,4,32,28,70,918.0,100.0,100.0,New Zealand,30.0,False,0.0,0.0,0.0,122
NZ,4,40,28,70,922.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,155
NZ,4,48,28,70,926.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,171
NZ,8,44,29,71,924.0,100.0,100.0,New Zealand,36.0,False,0.0,0.0,0.0,163
PL,1,1,6,66,863.5,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,132
PL,1,3,6,66,864.5,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,136
PL,1,5,6,66,865.5,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,36
PL,1,7,6,66,866.5,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,40
PL,1,9,6,66,867.5,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,44
PL,2,2,7,67,864.0,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,134
PL,2,6,7,67,866.0,10.0,2.8,Poland,16.13,False,0.0,0.0,0.0,38
PT,1,1,6,66,863.5,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,132
PT,1,3,6,66,864.5,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,136
PT,1,5,6,66,865.5,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,36
PT,1,7,6,66,866.5,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,40
PT,1,9,6,66,867.5,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,44
PT,2,2,7,67,864.0,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,134
PT,2,6,7,67,866.0,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,38
PT,1,31,30,77,916.9,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,120
PT,1,33,30,77,917.9,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,124
PT,1,35,30,77,918.9,10.0,2.8,Portugal,16.13,False,0.0,0.0,0.0,128
RO,1,1,6,66,863.5,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,132
RO,1,3,6,66,864.5,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,136
RO,1,5,6,66,865.5,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,36
RO,1,7,6,66,866.5,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,40
RO,1,9,6,66,867.5,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,44
RO,2,2,7,67,864.0,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,134
RO,2,6,7,67,866.0,10.0,2.8,Romania,16.13,False,0.0,0.0,0.0,38
SE,1,1,6,66,863.5,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,132
SE,1,3,6,66,864.5,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,136
SE,1,5,6,66,865.5,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,36
SE,1,7,6,66,866.5,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,40
SE,1,9,6,66,867.5,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,44
SE,2,2,7,67,864.0,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,134
SE,2,6,7,67,866.0,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,38
SE,1,31,30,77,916.9,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,120
SE,1,33,30,77,917.9,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,124
SE,1,35,30,77,918.9,10.0,2.8,Sweden,16.13,False,0.0,0.0,0.0,128
SG,1,7,17,66,866.5,2.77,2.77,Singapore,29.14,False,100.0,0.0,1000.0,40
SG,1,9,17,66,867.5,2.77,2.77,Singapore,29.14,False,100.0,0.0,1000.0,44
SG,1,11,17,66,868.5,2.77,2.77,Singapore,29.14,False,100.0,0.0,1000.0,48
SG,2,10,19,67,868.0,2.77,2.77,Singapore,29.14,False,100.0,0.0,1000.0,46
SG,1,37,18,68,920.5,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,149
SG,1,39,18,68,921.5,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,153
SG,1,41,18,68,922.5,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,157
SG,1,43,18,68,923.5,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,161
SG,1,45,18,68,924.5,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,165
SG,2,38,20,69,921.0,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,151
SG,2,42,20,69,923.0,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,159
SG,4,40,21,70,922.0,100.0,100.0,Singapore,22.15,False,0.0,0.0,0.0,155
SI,1,1,6,66,863.5,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,132
SI,1,3,6,66,864.5,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,136
SI,1,5,6,66,865.5,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,36
SI,1,7,6,66,866.5,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,40
SI,1,9,6,66,867.5,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,44
SI,2,2,7,67,864.0,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,134
SI,2,6,7,67,866.0,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,38
SI,1,31,30,77,916.9,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,120
SI,1,33,30,77,917.9,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,124
SI,1,35,30,77,918.9,10.0,2.8,Slovenia,16.13,False,0.0,0.0,0.0,128
SK,1,1,6,66,863.5,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,132
SK,1,3,6,66,864.5,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,136
SK,1,5,6,66,865.5,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,36
SK,1,7,6,66,866.5,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,40
SK,1,9,6,66,867.5,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,44
SK,2,2,7,67,864.0,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,134
SK,2,6,7,67,866.0,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,38
SK,1,31,30,77,916.9,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,120
SK,1,33,30,77,917.9,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,124
SK,1,35,30,77,918.9,10.0,2.8,Slovakia,16.13,False,0.0,0.0,0.0,128
TR,1,1,6,66,863.5,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,132
TR,1,3,6,66,864.5,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,136
TR,1,5,6,66,865.5,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,36
TR,1,7,6,66,866.5,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,40
TR,1,9,6,66,867.5,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,44
TR,2,2,7,67,864.0,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,134
TR,2,6,7,67,866.0,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,38
TR,1,33,30,77,917.9,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,124
TR,1,35,30,77,918.9,10.0,2.8,Turkey,16.13,False,0.0,0.0,0.0,128
UG,1,1,6,66,863.5,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,132
UG,1,3,6,66,864.5,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,136
UG,1,5,6,66,865.5,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,36
UG,1,7,6,66,866.5,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,40
UG,1,9,6,66,867.5,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,44
UG,1,31,30,77,916.9,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,120
UG,1,33,30,77,917.9,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,124
UG,1,35,30,77,918.9,10.0,2.8,Uganda,16.13,False,0.0,0.0,0.0,128
US,1,1,1,68,902.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,132
US,1,3,1,68,903.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,136
US,1,5,1,68,904.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,36
US,1,7,1,68,905.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,40
US,1,9,1,68,906.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,44
US,1,11,1,68,907.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,48
US,1,13,1,68,908.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,52
US,1,15,1,68,909.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,56
US,1,17,1,68,910.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,60
US,1,19,1,68,911.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,64
US,1,21,1,68,912.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,100
US,1,23,1,68,913.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,104
US,1,25,1,68,914.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,108
US,1,27,1,68,915.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,112
US,1,29,1,68,916.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,116
US,1,31,1,68,917.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,120
US,1,33,1,68,918.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,124
US,1,35,1,68,919.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,128
US,1,37,1,68,920.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,149
US,1,39,1,68,921.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,153
US,1,41,1,68,922.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,157
US,1,43,1,68,923.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,161
US,1,45,1,68,924.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,165
US,1,47,1,68,925.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,169
US,1,49,1,68,926.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,173
US,1,51,1,68,927.5,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,177
US,2,2,2,69,903.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,134
US,2,6,2,69,905.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,38
US,2,10,2,69,907.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,46
US,2,14,2,69,909.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,54
US,2,18,2,69,911.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,62
US,2,22,2,69,913.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,102
US,2,26,2,69,915.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,110
US,2,30,2,69,917.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,118
US,2,34,2,69,919.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,126
US,2,38,2,69,921.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,151
US,2,42,2,69,923.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,159
US,2,46,2,69,925.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,167
US,2,50,2,69,927.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,175
US,4,8,3,70,906.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,42
US,4,16,3,70,910.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,58
US,4,24,3,70,914.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,106
US,4,32,3,70,918.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,122
US,4,40,3,70,922.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,155
US,4,48,3,70,926.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,171
US,8,12,4,71,908.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,50
US,8,28,4,71,916.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,114
US,8,44,4,71,924.0,100.0,100.0,USA,36.0,False,0.0,0.0,0.0,163
XA,1,29,22,68,916.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,116
XA,1,31,22,68,917.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,120
XA,1,33,22,68,918.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,124
XA,1,35,22,68,919.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,128
XA,1,37,22,68,920.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,149
XA,1,39,22,68,921.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,153
XA,1,41,22,68,922.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,157
XA,1,43,22,68,923.5,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,161
XA,2,30,23,69,917.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,118
XA,2,34,23,69,919.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,126
XA,2,38,23,69,921.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,151
XA,2,42,23,69,923.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,159
XA,4,32,24,70,918.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,122
XA,4,40,24,70,922.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,155
XA,8,36,25,71,920.0,100.0,100.0,User Assigned 1,30.0,False,0.0,0.0,0.0,
XB,1,5,6,66,865.5,100.0,100.0,User Assigned 2,16.13,False,0.0,0.0,0.0,36
XB,1,7,6,66,866.5,100.0,100.0,User Assigned 2,16.13,False,0.0,0.0,0.0,40
XB,1,9,6,66,867.5,100.0,100.0,User Assigned 2,16.13,False,0.0,0.0,0.0,44
XB,2,6,7,67,866.0,100.0,100.0,User Assigned 2,16.13,False,0.0,0.0,0.0,38
